investigation_id,case_id,investigating_officer_id,investigation_start_date,investigation_end_date,investigation_status,evidence_collected,witness_count,forensic_required,forensic_completed,remarks
INV009008,CR009008,EMP004191,2024-11-06,2025-01-21,Completed,Yes,3,Yes,Yes,Charge sheet preparation underway.
INV009009,CR009009,EMP005197,2026-02-15,,Ongoing,Yes,2,No,No,Additional witnesses being examined.
INV009010,CR009010,EMP008950,2025-07-13,2025-08-14,Closed,Yes,4,Yes,Yes,Complaint found to be false.
INV009011,CR009011,EMP004589,2025-11-15,2025-12-09,Completed,Yes,5,No,No,Charge sheet preparation underway.
INV009012,CR009012,EMP006130,2025-08-01,2025-08-25,Completed,Yes,10,No,No,Witness statements recorded.
INV009013,CR009013,EMP003310,2024-07-13,2024-08-25,Completed,Yes,10,No,No,Investigation completed successfully.
INV009014,CR009014,EMP009944,2025-09-19,,Ongoing,No,5,No,No,Additional witnesses being examined.
INV009015,CR009015,EMP003280,2025-05-06,,Ongoing,Yes,4,Yes,Yes,Investigation in progress.
INV009016,CR009016,EMP000616,2025-04-16,2025-07-02,Completed,Yes,5,No,No,Charge sheet preparation underway.
INV009017,CR009017,EMP009204,2024-11-22,2025-04-14,Closed,Yes,2,No,No,Case closed due to insufficient evidence.
INV009018,CR009018,EMP007762,2026-02-24,,Ongoing,Yes,9,No,No,Awaiting forensic report.
INV009019,CR009019,EMP005355,2024-08-15,,Ongoing,No,10,Yes,Yes,Investigation in progress.
INV009020,CR009020,EMP008613,2025-10-27,,Ongoing,Yes,1,No,No,Awaiting forensic report.
INV009021,CR009021,EMP005012,2026-05-02,2026-08-29,Completed,Yes,4,No,No,Evidence verified and case completed.
INV009022,CR009022,EMP007882,2026-02-06,2026-06-10,Closed,Yes,4,No,No,Case closed due to insufficient evidence.
INV009023,CR009023,EMP003254,2026-02-08,2026-04-10,Completed,Yes,8,Yes,Yes,Investigation completed successfully.
INV009024,CR009024,EMP008455,2024-08-01,2024-12-26,Completed,Yes,10,No,No,Witness statements recorded.
INV009025,CR009025,EMP004700,2026-03-18,2026-04-12,Completed,Yes,8,No,No,Investigation completed successfully.
INV009026,CR009026,EMP008274,2025-12-31,2026-05-14,Completed,Yes,5,No,No,Charge sheet preparation underway.
INV009027,CR009027,EMP004673,2026-06-19,2026-12-16,Completed,Yes,2,No,No,Investigation completed successfully.
INV009028,CR009028,EMP003281,2026-06-24,2026-12-18,Completed,No,8,Yes,Yes,Investigation completed successfully.
INV009029,CR009029,EMP001277,2026-02-17,,Ongoing,Yes,9,Yes,Yes,Evidence collection in progress.
INV009030,CR009030,EMP008600,2026-05-13,,Ongoing,Yes,4,Yes,Yes,Additional witnesses being examined.
INV009031,CR009031,EMP007326,2025-02-05,2025-02-23,Completed,Yes,8,Yes,No,Witness statements recorded.
INV009032,CR009032,EMP001656,2025-12-09,2026-01-07,Completed,Yes,5,Yes,Yes,Evidence verified and case completed.
INV009033,CR009033,EMP009681,2025-08-01,2025-10-08,Closed,Yes,1,No,No,Investigation closed after verification.
INV009034,CR009034,EMP008544,2026-05-25,2026-10-11,Completed,Yes,3,No,No,Evidence verified and case completed.
INV009035,CR009035,EMP005238,2024-10-28,2025-01-10,Completed,Yes,7,No,No,Witness statements recorded.
INV009036,CR009036,EMP001617,2025-05-07,,Ongoing,Yes,2,No,No,Additional witnesses being examined.
INV009037,CR009037,EMP009747,2025-03-08,,Ongoing,Yes,3,No,No,Investigation in progress.
INV009038,CR009038,EMP007245,2025-03-11,2025-05-27,Closed,Yes,2,No,No,Complaint found to be false.
INV009039,CR009039,EMP001154,2024-09-30,2025-02-18,Completed,Yes,4,No,No,Charge sheet preparation underway.
INV009040,CR009040,EMP009852,2025-07-02,2025-10-04,Completed,Yes,10,No,No,Witness statements recorded.
INV009041,CR009041,EMP002130,2025-09-05,2025-11-28,Completed,Yes,0,No,No,Investigation completed successfully.
INV009042,CR009042,EMP010011,2025-07-14,2025-09-24,Completed,Yes,3,No,No,Charge sheet preparation underway.
INV009043,CR009043,EMP003310,2026-04-06,,Ongoing,Yes,6,Yes,Yes,Awaiting forensic report.
INV009044,CR009044,EMP003548,2026-01-10,2026-04-05,Completed,Yes,8,No,No,Investigation completed successfully.
INV009045,CR009045,EMP005257,2025-12-03,2026-05-23,Completed,Yes,1,No,No,Charge sheet preparation underway.
INV009046,CR009046,EMP006844,2025-05-31,,Ongoing,Yes,1,No,No,Additional witnesses being examined.
INV009047,CR009047,EMP008701,2024-10-03,,Ongoing,No,6,No,No,Evidence collection in progress.
INV009048,CR009048,EMP003339,2026-03-12,2026-05-31,Completed,Yes,7,No,No,Evidence verified and case completed.
INV009049,CR009049,EMP008651,2025-05-09,2025-07-29,Closed,Yes,4,No,No,Case closed due to insufficient evidence.
INV009050,CR009050,EMP003269,2024-10-05,2025-02-22,Completed,Yes,3,Yes,Yes,Evidence verified and case completed.
INV009051,CR009051,EMP003362,2025-01-20,,Ongoing,Yes,1,Yes,Yes,Awaiting forensic report.
INV009052,CR009052,EMP009163,2025-10-11,2025-12-07,Completed,Yes,2,Yes,Yes,Charge sheet preparation underway.
INV009053,CR009053,EMP004894,2026-06-10,2026-10-02,Completed,Yes,5,Yes,Yes,Witness statements recorded.
INV009054,CR009054,EMP004309,2024-11-26,,Ongoing,Yes,3,Yes,Yes,Additional witnesses being examined.
INV009055,CR009055,EMP001619,2024-08-31,2024-12-31,Completed,Yes,9,Yes,Yes,Witness statements recorded.
INV009056,CR009056,EMP007738,2025-05-04,2025-08-07,Completed,Yes,7,Yes,No,Charge sheet preparation underway.
INV009057,CR009057,EMP001271,2025-12-22,2026-03-18,Closed,Yes,6,No,No,Complaint found to be false.
INV009058,CR009058,EMP007839,2026-03-30,2026-06-20,Closed,Yes,2,No,No,Complaint found to be false.
INV009059,CR009059,EMP005194,2026-05-30,2026-08-09,Completed,Yes,8,No,No,Evidence verified and case completed.
INV009060,CR009060,EMP003049,2026-06-27,,Ongoing,No,9,No,No,Evidence collection in progress.
INV009061,CR009061,EMP005307,2025-11-07,,Ongoing,Yes,2,No,No,Investigation in progress.
INV009062,CR009062,EMP005354,2024-11-27,2025-03-24,Completed,Yes,6,No,No,Investigation completed successfully.
INV009063,CR009063,EMP004107,2026-02-16,2026-04-30,Completed,Yes,4,No,No,Witness statements recorded.
INV009064,CR009064,EMP005007,2025-04-29,2025-07-10,Completed,Yes,4,No,No,Investigation completed successfully.
INV009065,CR009065,EMP007333,2024-09-11,2024-09-25,Completed,Yes,5,No,No,Evidence verified and case completed.
INV009066,CR009066,EMP006825,2025-01-19,2025-05-04,Completed,Yes,5,No,No,Charge sheet preparation underway.
INV009067,CR009067,EMP002879,2025-07-23,2025-10-02,Closed,Yes,4,No,No,Case closed due to insufficient evidence.
INV009068,CR009068,EMP000061,2026-03-14,2026-08-12,Completed,No,2,No,No,Witness statements recorded.
INV009069,CR009069,EMP004057,2026-03-07,,Ongoing,Yes,6,No,No,Additional witnesses being examined.
INV009070,CR009070,EMP006602,2024-09-30,,Ongoing,Yes,9,No,No,Evidence collection in progress.
INV009071,CR009071,EMP007900,2026-07-04,2026-12-01,Completed,Yes,9,Yes,Yes,Witness statements recorded.
INV009072,CR009072,EMP008656,2025-03-14,,Ongoing,Yes,8,Yes,No,Investigation in progress.
INV009073,CR009073,EMP009725,2026-04-05,2026-09-23,Completed,Yes,5,No,No,Witness statements recorded.
INV009074,CR009074,EMP001482,2024-08-09,2024-11-16,Closed,Yes,7,No,No,Case closed due to insufficient evidence.
INV009075,CR009075,EMP003300,2025-04-13,,Ongoing,Yes,9,No,No,Additional witnesses being examined.
INV009076,CR009076,EMP006200,2025-11-24,2026-03-18,Completed,Yes,0,No,No,Charge sheet preparation underway.
INV009077,CR009077,EMP004884,2025-05-02,2025-07-31,Completed,Yes,2,No,No,Charge sheet preparation underway.
INV009078,CR009078,EMP006689,2024-07-26,2024-09-10,Completed,No,0,Yes,Yes,Witness statements recorded.
INV009079,CR009079,EMP001794,2025-05-15,,Ongoing,Yes,3,No,No,Evidence collection in progress.
INV009080,CR009080,EMP003018,2024-10-31,2025-04-26,Closed,Yes,10,Yes,Yes,Complaint found to be false.
INV009081,CR009081,EMP003308,2024-12-19,2025-02-21,Completed,Yes,7,No,No,Witness statements recorded.
INV009082,CR009082,EMP003261,2026-01-31,,Ongoing,Yes,3,No,No,Evidence collection in progress.
INV009083,CR009083,EMP007998,2025-03-31,2025-09-14,Completed,No,6,Yes,Yes,Evidence verified and case completed.
INV009084,CR009084,EMP008076,2025-10-20,2025-12-23,Completed,Yes,7,Yes,Yes,Witness statements recorded.
INV009085,CR009085,EMP009991,2026-06-09,,Ongoing,Yes,4,No,No,Additional witnesses being examined.
INV009086,CR009086,EMP000501,2025-09-24,2025-10-15,Closed,Yes,4,Yes,Yes,Complaint found to be false.
INV009087,CR009087,EMP009188,2025-05-07,2025-06-24,Completed,Yes,3,No,No,Investigation completed successfully.
INV009088,CR009088,EMP008801,2025-12-15,2026-06-10,Completed,Yes,10,No,No,Evidence verified and case completed.
INV009089,CR009089,EMP004704,2025-08-23,2026-02-04,Completed,Yes,2,No,No,Investigation completed successfully.
INV009090,CR009090,EMP006700,2024-12-11,2024-12-29,Closed,Yes,8,No,No,Investigation closed after verification.
INV009091,CR009091,EMP001238,2025-03-14,2025-05-27,Completed,Yes,7,No,No,Witness statements recorded.
INV009092,CR009092,EMP004619,2025-01-02,2025-02-05,Completed,Yes,5,Yes,Yes,Evidence verified and case completed.
INV009093,CR009093,EMP008595,2025-11-23,,Ongoing,Yes,6,No,No,Awaiting forensic report.
INV009094,CR009094,EMP005056,2024-11-14,2025-05-02,Completed,Yes,0,Yes,Yes,Charge sheet preparation underway.
INV009095,CR009095,EMP006288,2025-07-31,2025-10-08,Completed,Yes,8,Yes,Yes,Evidence verified and case completed.
INV009096,CR009096,EMP006706,2025-10-07,2025-11-26,Completed,Yes,9,Yes,Yes,Charge sheet preparation underway.
INV009097,CR009097,EMP005615,2025-02-22,2025-06-25,Completed,Yes,1,Yes,Yes,Witness statements recorded.
INV009098,CR009098,EMP006124,2024-12-19,2025-02-26,Completed,No,2,No,No,Charge sheet preparation underway.
INV009099,CR009099,EMP008822,2024-09-23,2025-02-16,Completed,Yes,9,No,No,Evidence verified and case completed.
INV009100,CR009100,EMP004706,2025-10-09,2026-01-27,Closed,Yes,3,Yes,Yes,Complaint found to be false.
INV009101,CR009101,EMP001636,2025-11-11,2026-04-19,Completed,Yes,0,Yes,Yes,Witness statements recorded.
INV009102,CR009102,EMP001535,2026-03-14,2026-04-26,Completed,Yes,5,No,No,Witness statements recorded.
INV009103,CR009103,EMP007297,2024-10-25,2025-04-05,Completed,No,3,Yes,Yes,Investigation completed successfully.
INV009104,CR009104,EMP001213,2026-06-16,2026-08-08,Closed,Yes,4,No,No,Complaint found to be false.
INV009105,CR009105,EMP004521,2025-11-18,,Ongoing,Yes,7,Yes,Yes,Investigation in progress.
INV009106,CR009106,EMP006235,2025-09-10,2025-10-16,Closed,Yes,1,No,No,Case closed due to insufficient evidence.
INV009107,CR009107,EMP006017,2024-10-31,2025-04-04,Closed,Yes,7,No,No,Complaint found to be false.
INV009108,CR009108,EMP010016,2024-09-14,,Ongoing,No,3,No,No,Evidence collection in progress.
INV009109,CR009109,EMP004856,2026-01-31,2026-07-08,Closed,No,4,No,No,Investigation closed after verification.
INV009110,CR009110,EMP001504,2024-07-30,,Ongoing,No,5,No,No,Additional witnesses being examined.
INV009111,CR009111,EMP006070,2026-07-02,2026-11-22,Closed,Yes,7,No,No,Investigation closed after verification.
INV009112,CR009112,EMP004673,2024-09-14,2024-11-11,Completed,Yes,8,No,No,Evidence verified and case completed.
INV009113,CR009113,EMP005481,2026-02-11,2026-06-04,Completed,Yes,4,No,No,Evidence verified and case completed.
INV009114,CR009114,EMP005849,2025-12-25,,Ongoing,Yes,4,No,No,Awaiting forensic report.
INV009115,CR009115,EMP001549,2025-11-30,2026-05-14,Completed,Yes,3,Yes,Yes,Investigation completed successfully.
INV009116,CR009116,EMP007849,2025-02-27,,Ongoing,Yes,4,Yes,Yes,Evidence collection in progress.
INV009117,CR009117,EMP010007,2025-03-01,2025-04-27,Closed,No,7,Yes,Yes,Complaint found to be false.
INV009118,CR009118,EMP006128,2026-03-06,2026-06-11,Closed,Yes,1,No,No,Complaint found to be false.
INV009119,CR009119,EMP001212,2025-02-11,2025-05-20,Completed,Yes,3,Yes,Yes,Evidence verified and case completed.
INV009120,CR009120,EMP004525,2025-06-06,2025-10-26,Completed,Yes,3,No,No,Investigation completed successfully.
INV009121,CR009121,EMP003304,2025-01-05,,Ongoing,Yes,2,Yes,Yes,Evidence collection in progress.
INV009122,CR009122,EMP009173,2026-05-27,2026-08-18,Completed,Yes,3,Yes,Yes,Evidence verified and case completed.
INV009123,CR009123,EMP004878,2025-02-05,2025-05-25,Completed,Yes,5,Yes,Yes,Witness statements recorded.
INV009124,CR009124,EMP004874,2026-03-26,2026-04-25,Completed,Yes,1,No,No,Charge sheet preparation underway.
INV009125,CR009125,EMP005797,2026-01-20,2026-07-14,Closed,Yes,9,Yes,Yes,Investigation closed after verification.
INV009126,CR009126,EMP001357,2024-10-11,2025-01-20,Completed,Yes,4,Yes,Yes,Charge sheet preparation underway.
INV009127,CR009127,EMP006216,2025-07-27,2025-08-24,Closed,Yes,5,No,No,Case closed due to insufficient evidence.
INV009128,CR009128,EMP004247,2024-09-30,2025-01-13,Closed,No,8,Yes,Yes,Investigation closed after verification.
INV009129,CR009129,EMP004885,2025-03-07,,Ongoing,Yes,3,No,No,Evidence collection in progress.
INV009130,CR009130,EMP008607,2025-06-11,,Ongoing,No,2,No,No,Additional witnesses being examined.
INV009131,CR009131,EMP000833,2025-05-15,2025-09-07,Completed,Yes,5,No,No,Charge sheet preparation underway.
INV009132,CR009132,EMP003315,2026-01-29,,Ongoing,Yes,5,Yes,Yes,Additional witnesses being examined.
INV009133,CR009133,EMP005760,2026-05-12,2026-09-14,Completed,No,8,No,No,Investigation completed successfully.
INV009134,CR009134,EMP007420,2025-09-02,2026-01-06,Completed,Yes,5,Yes,Yes,Evidence verified and case completed.
INV009135,CR009135,EMP009268,2025-01-20,,Ongoing,Yes,5,No,No,Additional witnesses being examined.
INV009136,CR009136,EMP001417,2024-08-13,2024-09-21,Completed,Yes,3,No,No,Evidence verified and case completed.
INV009137,CR009137,EMP003266,2026-05-28,2026-10-29,Completed,Yes,9,No,No,Witness statements recorded.
INV009138,CR009138,EMP003390,2026-04-20,,Ongoing,Yes,4,No,No,Evidence collection in progress.
INV009139,CR009139,EMP009979,2026-06-21,,Ongoing,Yes,7,No,No,Additional witnesses being examined.
INV009140,CR009140,EMP003282,2024-08-29,2024-12-22,Completed,Yes,7,Yes,Yes,Charge sheet preparation underway.
INV009141,CR009141,EMP006192,2025-02-12,2025-06-17,Completed,Yes,3,No,No,Charge sheet preparation underway.
INV009142,CR009142,EMP004648,2025-01-13,,Ongoing,Yes,4,No,No,Evidence collection in progress.
INV009143,CR009143,EMP008660,2025-04-21,2025-05-09,Completed,Yes,7,Yes,Yes,Evidence verified and case completed.
INV009144,CR009144,EMP004774,2026-03-19,,Ongoing,Yes,10,No,No,Evidence collection in progress.
INV009145,CR009145,EMP006391,2025-06-16,2025-12-01,Completed,Yes,0,Yes,Yes,Witness statements recorded.
INV009146,CR009146,EMP005188,2025-02-04,,Ongoing,No,4,Yes,Yes,Investigation in progress.
INV009147,CR009147,EMP006151,2024-11-29,2024-12-27,Closed,Yes,8,No,No,Complaint found to be false.
INV009148,CR009148,EMP003302,2025-04-11,2025-06-22,Completed,Yes,0,No,No,Charge sheet preparation underway.
INV009149,CR009149,EMP009237,2025-01-12,2025-05-13,Completed,Yes,5,No,No,Witness statements recorded.
INV009150,CR009150,EMP005524,2025-03-24,2025-04-27,Completed,Yes,4,Yes,Yes,Investigation completed successfully.
INV009151,CR009151,EMP000978,2024-08-03,2024-10-17,Completed,Yes,6,No,No,Charge sheet preparation underway.
INV009152,CR009152,EMP004514,2026-06-29,2026-08-03,Completed,Yes,3,Yes,Yes,Charge sheet preparation underway.
INV009153,CR009153,EMP005355,2025-06-02,2025-07-24,Completed,Yes,0,No,No,Investigation completed successfully.
INV009154,CR009154,EMP005765,2025-05-14,2025-07-19,Closed,Yes,1,No,No,Investigation closed after verification.
INV009155,CR009155,EMP001567,2024-12-07,2025-01-14,Completed,Yes,3,No,No,Witness statements recorded.
INV009156,CR009156,EMP006634,2026-06-21,2026-07-28,Completed,Yes,9,No,No,Charge sheet preparation underway.
INV009157,CR009157,EMP008002,2026-03-28,2026-06-04,Closed,Yes,7,No,No,Complaint found to be false.
INV009158,CR009158,EMP006346,2024-07-09,2024-08-11,Completed,Yes,9,Yes,Yes,Witness statements recorded.
INV009159,CR009159,EMP004524,2026-01-26,2026-02-28,Completed,Yes,5,No,No,Evidence verified and case completed.
INV009160,CR009160,EMP003287,2026-05-20,2026-11-06,Completed,Yes,5,Yes,Yes,Charge sheet preparation underway.
INV009161,CR009161,EMP001921,2025-10-01,,Ongoing,Yes,5,No,No,Additional witnesses being examined.
INV009162,CR009162,EMP007136,2025-09-29,,Ongoing,Yes,0,Yes,Yes,Awaiting forensic report.
INV009163,CR009163,EMP000878,2024-11-24,,Ongoing,Yes,4,No,No,Evidence collection in progress.
INV009164,CR009164,EMP004325,2026-05-06,2026-05-28,Completed,Yes,3,No,No,Witness statements recorded.
INV009165,CR009165,EMP006549,2025-10-18,2026-03-12,Completed,No,1,No,No,Charge sheet preparation underway.
INV009166,CR009166,EMP002951,2025-07-24,2025-09-25,Completed,Yes,4,No,No,Evidence verified and case completed.
INV009167,CR009167,EMP004826,2024-11-17,2024-12-15,Closed,Yes,3,No,No,Complaint found to be false.
INV009168,CR009168,EMP002952,2024-08-04,2024-08-21,Closed,Yes,4,No,No,Case closed due to insufficient evidence.
INV009169,CR009169,EMP007445,2025-02-16,2025-05-24,Completed,Yes,5,No,No,Evidence verified and case completed.
INV009170,CR009170,EMP003292,2024-11-08,2024-12-28,Completed,Yes,1,No,No,Witness statements recorded.
INV009171,CR009171,EMP001009,2025-05-14,2025-11-08,Closed,Yes,4,No,No,Investigation closed after verification.
INV009172,CR009172,EMP006972,2024-10-24,2025-01-27,Completed,No,5,No,No,Witness statements recorded.
INV009173,CR009173,EMP008279,2026-05-29,,Ongoing,No,4,Yes,Yes,Additional witnesses being examined.
INV009174,CR009174,EMP008678,2025-06-02,,Ongoing,Yes,3,No,No,Investigation in progress.
INV009175,CR009175,EMP008059,2025-11-29,2026-03-15,Completed,Yes,9,No,No,Evidence verified and case completed.
INV009176,CR009176,EMP001351,2026-06-26,2026-11-05,Closed,No,1,Yes,Yes,Investigation closed after verification.
INV009177,CR009177,EMP009335,2024-08-15,2024-12-09,Completed,Yes,4,Yes,Yes,Evidence verified and case completed.
INV009178,CR009178,EMP004721,2025-05-27,2025-07-09,Completed,No,5,No,No,Investigation completed successfully.
INV009179,CR009179,EMP008387,2025-08-12,2025-09-12,Completed,No,6,Yes,Yes,Witness statements recorded.
INV009180,CR009180,EMP007439,2024-12-01,,Ongoing,No,4,Yes,Yes,Awaiting forensic report.
INV009181,CR009181,EMP003291,2025-09-10,2026-01-25,Closed,Yes,9,No,No,Investigation closed after verification.
INV009182,CR009182,EMP004823,2024-09-18,2024-12-21,Completed,Yes,10,No,No,Charge sheet preparation underway.
INV009183,CR009183,EMP008663,2025-01-30,2025-04-13,Completed,Yes,3,No,No,Investigation completed successfully.
INV009184,CR009184,EMP008618,2025-04-09,2025-05-01,Completed,Yes,9,No,No,Witness statements recorded.
INV009185,CR009185,EMP003346,2024-08-27,2024-11-06,Completed,Yes,2,No,No,Witness statements recorded.
INV009186,CR009186,EMP001591,2026-04-03,2026-08-18,Completed,Yes,0,Yes,Yes,Evidence verified and case completed.
INV009187,CR009187,EMP008644,2025-12-04,2026-02-14,Closed,Yes,2,No,No,Complaint found to be false.
INV009188,CR009188,EMP004962,2026-03-20,2026-08-27,Completed,Yes,1,Yes,Yes,Charge sheet preparation underway.
INV009189,CR009189,EMP003927,2026-02-01,2026-07-27,Completed,Yes,8,No,No,Charge sheet preparation underway.
INV009190,CR009190,EMP008653,2025-10-01,2026-01-31,Closed,Yes,0,No,No,Complaint found to be false.
